id,name,language.code,language.href,syllabic,feature.id,feature.href,category,status.code,status.href,concise.code,concise.href,generic.code,generic.href,location,province.code,province.href,map,relevance,accuracy,latitude,longitude,decision
EITUT,Douglas,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,76bca836be1711d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/76bca836be1711d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,27,https://geogratis.gc.ca/services/geoname/en/codes/generic/27,"Gaspé; La Côte-de-Gaspé",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022A16,17500000,100,48.824618,-64.476254,1976-12-24
EJJIZ,Kuujjuaq,ike,https://geogratis.gc.ca/services/geoname/en/codes/language/ike,,6e756540bf9111d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/6e756540bf9111d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,34,https://geogratis.gc.ca/services/geoname/en/codes/generic/34,"Kuujjuaq; Nord-du-Québec",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,024K01,17500000,100,58.107516,-68.399563,1979-02-26
EITRQ,Saint-Alban-du-Cap-des-Rosiers,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,76bca836be1711d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/76bca836be1711d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,14,https://geogratis.gc.ca/services/geoname/en/codes/generic/14,"Gaspé; La Côte-de-Gaspé",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022A16,17500000,100,48.824618,-64.476254,1976-12-24
EIFHY,Sullivan,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0b6861a6be5411d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/0b6861a6be5411d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,14,https://geogratis.gc.ca/services/geoname/en/codes/generic/14,"Val-d'Or; La Vallée-de-l'Or",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,032C04,17500000,100,48.102044,-77.789358,2002-01-24
HAVWM,Yorkton,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0c32951e849c20c35b3fb6773e399115,https://geogratis.gc.ca/services/geoname/en/features/0c32951e849c20c35b3fb6773e399115,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,,47,https://geogratis.gc.ca/services/geoname/en/codes/province/47,062M01,17500000,100,51.213775,-102.4628806,1956-08-02
EHQLA,Pierrefonds,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,08b1ec0ebe3d11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/08b1ec0ebe3d11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Montréal; Montréal",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H12,17500000,100,45.508822,-73.554077,2002-01-24
EMEJC,L'Île-Bizard,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,08b1ec0ebe3d11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/08b1ec0ebe3d11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Montréal; Montréal",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H12,17500000,100,45.508822,-73.554077,2002-01-24
JBIFM,Muskwa,mis,https://geogratis.gc.ca/services/geoname/en/codes/language/mis,,a5e977610a00120468c95daa13f11787,https://geogratis.gc.ca/services/geoname/en/features/a5e977610a00120468c95daa13f11787,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,159,https://geogratis.gc.ca/services/geoname/en/codes/generic/159,"Peace River Land District",59,https://geogratis.gc.ca/services/geoname/en/codes/province/59,094J15,17500000,100,58.805555,-122.697222,1957-11-07
GADMZ,Brandon,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,93426abbbede11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/93426abbbede11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,,46,https://geogratis.gc.ca/services/geoname/en/codes/province/46,062G13,17500000,100,49.846944,-99.952222,1946-12-03
EHZJN,Sainte-Geneviève,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,08b1ec0ebe3d11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/08b1ec0ebe3d11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Montréal; Montréal",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H12,17500000,100,45.508822,-73.554077,2002-01-24
EJNEP,Sugluk,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,6e24ad2fbf9111d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/6e24ad2fbf9111d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,34,https://geogratis.gc.ca/services/geoname/en/codes/generic/34,"Salluit; Salluit",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,035J04,17500000,100,62.2,-75.65,1979-05-23
EIFPF,Sydenham-Sud,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,76bca836be1711d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/76bca836be1711d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,14,https://geogratis.gc.ca/services/geoname/en/codes/generic/14,"Gaspé; La Côte-de-Gaspé",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022A16,17500000,100,48.824618,-64.476254,1972-03-28
HACAW,Flin Flon,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,d3f41f25ba2f11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/d3f41f25ba2f11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,200,https://geogratis.gc.ca/services/geoname/en/codes/generic/200,,47,https://geogratis.gc.ca/services/geoname/en/codes/province/47,063K13,17500000,100,54.766735,-101.867054,1948-01-06
DBEGF,Carleton,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,93f89999d05511d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/93f89999d05511d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,,13,https://geogratis.gc.ca/services/geoname/en/codes/province/13,021G08,17500000,100,45.259167,-66.038889,
EPIMM,Saint-Élie-d'Orford,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,9e0a04b5be4f11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/9e0a04b5be4f11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,14,https://geogratis.gc.ca/services/geoname/en/codes/generic/14,"Sherbrooke; Sherbrooke",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H08,17500000,100,45.404047,-71.893171,2002-01-24
OATTI,Mer de Lincoln,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,7912eae0d05511d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/7912eae0d05511d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,SEA,https://geogratis.gc.ca/services/geoname/en/codes/concise/SEA,1248,https://geogratis.gc.ca/services/geoname/en/codes/generic/1248,,62,https://geogratis.gc.ca/services/geoname/en/codes/province/62,120E11,17500000,100,82.4999999,-62.0,1982-10-08
EJNEA,Lachine,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,08b1ec0ebe3d11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/08b1ec0ebe3d11d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,23,https://geogratis.gc.ca/services/geoname/en/codes/generic/23,"Montréal; Montréal",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,031H12,17500000,100,45.508822,-73.554077,2002-01-24
EPWSV,Puvirnituq,ike,https://geogratis.gc.ca/services/geoname/en/codes/language/ike,,0cc42ea9849c20c3607c38a2204cb607,https://geogratis.gc.ca/services/geoname/en/features/0cc42ea9849c20c3607c38a2204cb607,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,34,https://geogratis.gc.ca/services/geoname/en/codes/generic/34,"Puvirnituq; Nord-du-Québec",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,035C03,17500000,100,60.035527,-77.274321,1995-02-23
GAIOX,Fort Churchill,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,008b4412bee311d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/008b4412bee311d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,121,https://geogratis.gc.ca/services/geoname/en/codes/generic/121,,46,https://geogratis.gc.ca/services/geoname/en/codes/province/46,054L16,17500000,100,58.755278,-94.078889,1994-03-31
JCJEN,Campbell River,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,163fec35c6ce11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/163fec35c6ce11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"Sayward Land District",59,https://geogratis.gc.ca/services/geoname/en/codes/province/59,092K03,17500000,100,50.023056,-125.243611,2005-05-31
IAHMM,Grande Prairie,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,7a67094ed05511d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/7a67094ed05511d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"71-6-W6",48,https://geogratis.gc.ca/services/geoname/en/codes/province/48,083M02,17500000,100,55.1708334,-118.7961111,1995-01-01
EHZOV,Sainte-Odile-sur-Rimouski,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,58922511bf9311d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/58922511bf9311d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,29,https://geogratis.gc.ca/services/geoname/en/codes/generic/29,"Rimouski; Rimouski-Neigette",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022C07,17500000,100,48.449138,-68.525096,2002-01-24
EITMG,Baie-de-Gaspé-Nord,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,76bca836be1711d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/76bca836be1711d892e2080020a0f4c9,H,previouslyOfficial,https://geogratis.gc.ca/services/geoname/en/codes/status/previouslyOfficial,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,27,https://geogratis.gc.ca/services/geoname/en/codes/generic/27,"Gaspé; La Côte-de-Gaspé",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,022A16,17500000,100,48.824618,-64.476254,1976-12-24
LAIKL,Fort Good Hope,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,08158482c6ce11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/08158482c6ce11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,HAM,https://geogratis.gc.ca/services/geoname/en/codes/concise/HAM,26,https://geogratis.gc.ca/services/geoname/en/codes/generic/26,"Mackenzie",61,https://geogratis.gc.ca/services/geoname/en/codes/province/61,106I07,17500000,100,66.257,-128.6377,1995-04-01
JBRIK,Vancouver,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,0ca0fef1849c20c3313df3807fa729b2,https://geogratis.gc.ca/services/geoname/en/features/0ca0fef1849c20c3313df3807fa729b2,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"New Westminster Land District",59,https://geogratis.gc.ca/services/geoname/en/codes/province/59,092G03,17500000,100,49.261111,-123.113889,1937-12-07
EJJIY,Salluit,ike,https://geogratis.gc.ca/services/geoname/en/codes/language/ike,,6e24ad2fbf9111d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/6e24ad2fbf9111d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,VILG,https://geogratis.gc.ca/services/geoname/en/codes/concise/VILG,34,https://geogratis.gc.ca/services/geoname/en/codes/generic/34,"Salluit; Nord-du-Québec",24,https://geogratis.gc.ca/services/geoname/en/codes/province/24,035J04,17500000,100,62.2,-75.65,1979-12-29
GAILW,Flin Flon,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,d3f41f25ba2f11d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/d3f41f25ba2f11d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,,46,https://geogratis.gc.ca/services/geoname/en/codes/province/46,063K13,17500000,100,54.766735,-101.867054,1948-01-06
FCWMG,Timmins,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,9960e012d05511d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/9960e012d05511d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,CITY,https://geogratis.gc.ca/services/geoname/en/codes/concise/CITY,1,https://geogratis.gc.ca/services/geoname/en/codes/generic/1,"Cochrane",35,https://geogratis.gc.ca/services/geoname/en/codes/province/35,042A06,17500000,100,48.47153,-81.33132,1989-05-19
KAEVF,Old Crow,und,https://geogratis.gc.ca/services/geoname/en/codes/language/und,,76393dc1d05511d892e2080020a0f4c9,https://geogratis.gc.ca/services/geoname/en/features/76393dc1d05511d892e2080020a0f4c9,O,official,https://geogratis.gc.ca/services/geoname/en/codes/status/official,UNP,https://geogratis.gc.ca/services/geoname/en/codes/concise/UNP,104,https://geogratis.gc.ca/services/geoname/en/codes/generic/104,,60,https://geogratis.gc.ca/services/geoname/en/codes/province/60,116O12,17500000,100,67.5686111,-139.8352778,1981-10-09
